,step,TRANSFER,PAYMENT,DEBIT,CASH_OUT,CASH_IN,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isMerchantOrig,isMerchantDest
2909832,229,0,1,0,0,0,1476.26,412410.83,410934.57,0.0,0.0,0,0,1
796401,40,0,0,0,1,0,96207.09,0.0,0.0,775897.76,1609397.07,0,0,0
282497,15,0,0,0,0,1,15628.33,20939753.92,20955382.25,746531.78,485838.47,0,0,0
4777348,335,0,0,0,1,0,340213.51,0.0,0.0,4964256.3,5304469.81,0,0,0
1471716,141,0,1,0,0,0,17640.37,0.0,0.0,0.0,0.0,0,0,1
2684422,210,0,0,0,0,1,59750.98,20363.0,80113.98,47457.63,0.0,0,0,0
3305266,252,0,0,0,0,1,322295.16,5108.0,327403.16,1007058.66,684763.51,0,0,0
760924,38,0,0,0,1,0,234302.02,28606.0,0.0,0.0,234302.02,0,0,0
1979635,179,0,0,0,1,0,187995.16,155.0,0.0,21734.16,209729.32,0,0,0
2246397,186,1,0,0,0,0,201144.68,109333.0,0.0,0.0,399674.86,0,0,0
2357306,190,0,0,0,0,1,83033.19,2270298.91,2353332.09,2558010.0,2474976.82,0,0,0
1647510,158,0,1,0,0,0,2056.06,0.0,0.0,0.0,0.0,0,0,1
3746252,279,0,0,0,1,0,128218.39,0.0,0.0,1491845.18,1620063.57,0,0,0
1091118,129,0,0,0,1,0,184275.55,29217.0,0.0,0.0,417814.79,0,0,0
1410894,139,0,0,0,1,0,311633.14,14506.0,0.0,11295.73,322928.87,0,0,0
4608869,329,1,0,0,0,0,888545.01,0.0,0.0,4132563.44,5021108.45,0,0,0
972423,44,0,0,0,1,0,221731.53,7040.0,0.0,146891.08,368622.61,0,0,0
241319,14,0,0,0,1,0,96549.98,60105.0,0.0,4060.0,0.0,0,0,0
5461308,379,0,0,0,0,1,40037.56,29554090.09,29594127.65,116662.64,76625.08,0,0,0
2304746,188,0,0,0,1,0,97287.96,0.0,0.0,119677.67,216965.64,0,0,0
834137,41,0,1,0,0,0,4241.73,545.0,0.0,0.0,0.0,0,0,1
1249788,134,0,0,0,1,0,206604.88,0.0,0.0,1585926.49,1792531.38,0,0,0
1037776,94,0,1,0,0,0,6404.75,332.0,0.0,0.0,0.0,0,0,1
2921758,229,0,1,0,0,0,14473.32,0.0,0.0,0.0,0.0,0,0,1
2079746,182,0,1,0,0,0,1927.73,0.0,0.0,0.0,0.0,0,0,1
1985942,179,0,0,0,1,0,11739.62,0.0,0.0,4318580.34,4373287.37,0,0,0
1178662,132,0,0,0,0,1,79657.94,2674.0,82331.94,17910.43,0.0,0,0,0
5666617,396,0,1,0,0,0,13629.62,0.0,0.0,0.0,0.0,0,0,1
1550319,154,0,0,0,1,0,168100.4,0.0,0.0,713700.64,881801.05,0,0,0
3426463,256,0,1,0,0,0,11341.05,52648.0,41306.95,0.0,0.0,0,0,1
2005409,179,0,0,0,1,0,258960.35,0.0,0.0,710996.41,969956.76,0,0,0
2304545,188,0,0,0,0,1,95150.13,123055.0,218205.13,0.0,0.0,0,0,0
5704351,398,0,0,0,1,0,234287.11,0.0,0.0,303375.45,537662.56,0,0,0
5709844,398,0,0,0,0,1,129573.24,171273.0,300846.24,60292.98,0.0,0,0,0
3425934,256,0,1,0,0,0,9840.05,0.0,0.0,0.0,0.0,0,0,1
5576055,393,0,0,0,1,0,435824.2,0.0,0.0,881962.9,1317787.11,0,0,0
961600,44,0,1,0,0,0,1652.8,0.0,0.0,0.0,0.0,0,0,1
3993364,298,0,0,0,1,0,104872.59,0.0,0.0,6266737.81,6371610.4,0,0,0
2444000,203,0,0,0,1,0,148810.79,0.0,0.0,5319111.91,5467922.7,0,0,0
5410597,378,0,1,0,0,0,6072.61,50970.0,44897.39,0.0,0.0,0,0,1
129673,11,0,0,0,1,0,170079.09,10316.0,0.0,346311.29,1315668.79,0,0,0
2985170,231,0,1,0,0,0,3077.03,0.0,0.0,0.0,0.0,0,0,1
5163964,358,0,0,0,1,0,186738.6,0.0,0.0,867590.89,1054329.49,0,0,0
4037231,299,0,0,0,1,0,15077.43,110059.0,94981.57,2753745.55,2768822.98,0,0,0
951859,44,0,0,0,1,0,142212.43,268366.0,126153.57,2343990.16,2486202.59,0,0,0
2078505,182,0,0,0,1,0,66783.79,0.0,0.0,439261.54,506045.34,0,0,0
5697944,397,0,1,0,0,0,11315.54,0.0,0.0,0.0,0.0,0,0,1
1474659,141,0,0,0,0,1,290481.08,4108860.56,4399341.64,2293657.95,2003176.87,0,0,0
1768067,162,0,1,0,0,0,1196.25,11803.92,10607.68,0.0,0.0,0,0,1
4791178,345,1,0,0,0,0,2208195.83,73009.21,0.0,2306321.26,4514517.09,0,0,0
1290868,135,0,1,0,0,0,6790.81,10196.0,3405.19,0.0,0.0,0,0,1
721304,37,0,0,0,1,0,140398.94,34420.0,0.0,0.0,140398.94,0,0,0
4450128,323,0,0,0,0,1,59705.63,7731582.65,7791288.28,320883.41,261177.78,0,0,0
1296726,136,0,1,0,0,0,3556.63,47087.0,43530.37,0.0,0.0,0,0,1
2221041,186,0,1,0,0,0,11937.27,102976.0,91038.73,0.0,0.0,0,0,1
407593,18,0,1,0,0,0,24408.02,109241.0,84832.98,0.0,0.0,0,0,1
5579951,393,0,1,0,0,0,55457.08,85233.13,29776.05,0.0,0.0,0,0,1
2763456,213,1,0,0,0,0,1165222.55,0.0,0.0,6131114.2,7296336.75,0,0,0
615882,34,0,1,0,0,0,5926.41,81832.0,75905.59,0.0,0.0,0,0,1
1136252,131,0,0,0,0,1,528887.11,69356.0,598243.11,229152.23,0.0,0,0,0
5172319,358,0,0,0,0,1,230935.5,3627462.26,3858397.75,2792460.37,2561524.88,0,0,0
2882273,228,0,0,0,1,0,74279.24,23699.0,0.0,86941.46,161220.7,0,0,0
2651119,209,0,0,0,0,1,302236.67,116102.0,418338.67,5626627.48,5324390.81,0,0,0
4250927,306,0,1,0,0,0,11150.5,0.0,0.0,0.0,0.0,0,0,1
3076766,235,0,0,0,0,1,83898.29,35861.0,119759.29,133448.9,49550.6,0,0,0
1708888,160,0,0,0,0,1,95979.41,4566788.79,4662768.2,138400.47,42421.06,0,0,0
696490,36,0,1,0,0,0,21331.12,0.0,0.0,0.0,0.0,0,0,1
4096230,301,0,0,0,0,1,72814.79,4158735.9,4231550.69,2155812.49,2082997.7,0,0,0
3932251,285,0,1,0,0,0,3298.23,0.0,0.0,0.0,0.0,0,0,1
638021,35,0,0,0,1,0,128421.97,86332.0,0.0,4655.74,133077.72,0,0,0
5467877,379,0,0,0,1,0,89468.76,116509.0,27040.24,0.0,89468.76,0,0,0
1601944,156,0,0,0,1,0,300760.37,16962.73,0.0,654067.91,954828.27,0,0,0
3922216,285,0,1,0,0,0,626.49,14651.0,14024.51,0.0,0.0,0,0,1
1131733,131,1,0,0,0,0,1436087.04,0.0,0.0,3803426.38,5239513.42,0,0,0
644992,35,0,0,0,1,0,180467.63,0.0,0.0,2526869.67,2707337.29,0,0,0
5348455,375,0,0,0,1,0,187596.74,0.0,0.0,1861553.99,2049150.73,0,0,0
5750961,399,0,0,0,1,0,179363.22,0.0,0.0,198889.35,378252.57,0,0,0
55410,9,1,0,0,0,0,2652783.95,40915.0,0.0,322155.39,4651546.01,0,0,0
2634137,209,0,1,0,0,0,3037.83,0.0,0.0,0.0,0.0,0,0,1
4463216,323,0,0,0,1,0,186783.97,94320.28,0.0,2155429.82,2342213.79,0,0,0
5724061,398,0,1,0,0,0,8334.55,0.0,0.0,0.0,0.0,0,0,1
4087396,301,0,0,0,0,1,350765.48,379.0,351144.48,0.0,0.0,0,0,0
1473300,141,0,0,0,1,0,235866.55,6578.0,0.0,0.0,235866.55,0,0,0
244465,14,0,0,0,0,1,127353.92,47877.0,175230.92,146494.67,19140.75,0,0,0
4398577,321,0,1,0,0,0,37080.87,139758.04,102677.17,0.0,0.0,0,0,1
1273721,135,0,1,0,0,0,9238.22,0.0,0.0,0.0,0.0,0,0,1
3408108,255,0,0,0,1,0,149905.02,15806.0,0.0,0.0,149905.02,0,0,0
2207785,186,0,1,0,0,0,2362.22,0.0,0.0,0.0,0.0,0,0,1
2415519,202,0,0,0,1,0,34622.11,3635.0,0.0,0.0,34622.11,0,0,0
2220114,186,1,0,0,0,0,461765.9,0.0,0.0,2628236.97,3090002.87,0,0,0
4860407,348,0,0,0,0,1,254199.25,10614.0,264813.25,0.0,0.0,0,0,0
4300525,307,0,0,0,1,0,82189.7,21483.0,0.0,1020500.92,1102690.62,0,0,0
1927606,168,0,0,0,1,0,295846.04,0.0,0.0,3447462.79,3743308.83,0,0,0
4156615,303,0,0,0,1,0,118707.37,359101.39,240394.02,339606.19,458313.55,0,0,0
2659367,210,0,0,0,1,0,99661.03,21991.0,0.0,339068.32,438729.35,0,0,0
1027430,48,0,1,0,0,0,17278.02,30001.0,12722.98,0.0,0.0,0,0,1
2081165,182,0,0,0,1,0,134568.26,1093.0,0.0,39785.49,174353.75,0,0,0
6108130,525,0,0,0,0,1,238942.83,90397.78,329340.6,20791586.03,20552643.2,0,0,0
2153545,184,0,0,0,0,1,310129.51,9038.0,319167.51,447771.12,137641.61,0,0,0
6325655,688,0,0,0,1,0,459448.17,17042.0,0.0,0.0,459448.17,0,0,0
2390663,201,0,0,0,1,0,103956.0,0.0,0.0,1575516.8,1679472.8,0,0,0
1545632,154,0,0,0,1,0,110053.7,140839.0,30785.3,0.0,110053.7,0,0,0
829260,41,0,0,0,1,0,387200.32,50205.0,0.0,235893.61,583565.73,0,0,0
3431074,256,0,0,0,0,1,246928.6,2836.0,249764.6,666708.9,419780.3,0,0,0
4649353,330,0,1,0,0,0,2381.45,0.0,0.0,0.0,0.0,0,0,1
87970,10,0,0,0,1,0,141595.37,0.0,0.0,650129.1,791724.47,0,0,0
3794466,281,0,1,0,0,0,3423.73,0.0,0.0,0.0,0.0,0,0,1
2995787,232,0,1,0,0,0,659.68,326264.0,325604.32,0.0,0.0,0,0,1
1990299,179,0,1,0,0,0,3188.83,0.0,0.0,0.0,0.0,0,0,1
2631864,209,0,0,0,0,1,148058.67,1489791.9,1637850.56,697682.15,549623.49,0,0,0
5074903,355,1,0,0,0,0,670993.17,43252.0,0.0,347575.55,1018568.73,0,0,0
3966199,297,0,0,0,1,0,81664.23,67459.51,0.0,3443748.66,3525412.88,0,0,0
2633352,209,0,1,0,0,0,8011.75,21544.0,13532.25,0.0,0.0,0,0,1
4255919,306,0,1,0,0,0,12585.89,0.0,0.0,0.0,0.0,0,0,1
2265321,187,0,1,0,0,0,13786.47,0.0,0.0,0.0,0.0,0,0,1
6011246,448,0,0,0,1,0,457382.01,0.0,0.0,2083745.54,2541127.55,0,0,0
5785894,400,0,0,0,0,1,20484.39,3531496.08,3551980.47,774182.12,753697.73,0,0,0
488884,19,0,0,0,1,0,61397.9,0.0,0.0,1472138.0,1624175.44,0,0,0
2262396,187,0,0,0,1,0,7836.28,0.0,0.0,426693.87,434530.15,0,0,0
4298773,307,0,0,0,0,1,137282.83,119857.0,257139.83,965731.19,828448.35,0,0,0
2435959,203,0,0,0,1,0,142118.16,55424.0,0.0,0.0,142118.16,0,0,0
4036208,299,0,1,0,0,0,6875.05,0.0,0.0,0.0,0.0,0,0,1
3531718,259,0,1,0,0,0,18392.14,21177.0,2784.86,0.0,0.0,0,0,1
3605873,264,0,0,0,1,0,283389.84,6331.14,0.0,1657003.63,1940393.46,0,0,0
6113395,526,0,0,0,0,1,40302.07,778147.16,818449.22,526307.59,486005.53,0,0,0
3539394,260,0,1,0,0,0,1819.2,6185.0,4365.8,0.0,0.0,0,0,1
6174555,564,0,0,0,1,0,322424.15,147920.0,0.0,0.0,322424.15,0,0,0
3113417,235,0,0,0,1,0,8963.55,56958.0,47994.45,32366.0,0.0,0,0,0
3089416,235,0,1,0,0,0,15957.56,6504.0,0.0,0.0,0.0,0,0,1
1132021,131,1,0,0,0,0,747058.54,0.0,0.0,2037899.47,2784958.02,0,0,0
431067,18,0,1,0,0,0,11082.9,735.0,0.0,0.0,0.0,0,0,1
6020584,466,0,0,0,1,0,206693.09,0.0,0.0,222559.67,429252.75,0,0,0
4761616,334,0,0,0,0,1,322705.2,14558836.34,14881541.55,867286.66,544581.46,0,0,0
326193,16,0,0,0,1,0,37892.78,0.0,0.0,147699.0,337894.66,0,0,0
5383131,376,1,0,0,0,0,10000000.0,12200.0,0.0,0.0,14116286.82,0,0,0
1437827,140,0,0,0,0,1,160700.52,1471624.93,1632325.45,994325.49,833624.97,0,0,0
1047889,95,0,1,0,0,0,9724.72,105923.0,96198.28,0.0,0.0,0,0,1
6009423,439,0,0,0,1,0,319888.5,0.0,0.0,1263297.16,1583185.66,0,0,0
4710743,332,0,1,0,0,0,2328.45,30394.0,28065.55,0.0,0.0,0,0,1
1722078,160,0,0,0,1,0,301551.53,129878.0,0.0,0.0,301551.53,0,0,0
1453278,140,0,0,0,0,1,141545.51,9472.0,151017.51,1406109.74,1264564.23,0,0,0
3739103,278,1,0,0,0,0,91978.94,0.0,0.0,115335.43,207314.37,0,0,0
3686471,276,0,0,0,0,1,47185.68,365548.96,412734.64,3770297.02,3723111.34,0,0,0
2883067,228,0,0,0,0,1,123105.13,51388.0,174493.13,691641.71,568536.58,0,0,0
943527,43,0,0,0,0,1,19802.59,3611208.26,3631010.85,346575.09,326772.5,0,0,0
756059,38,1,0,0,0,0,1110864.36,65485.0,0.0,330018.05,1440882.41,0,0,0
612472,34,0,1,0,0,0,7487.23,0.0,0.0,0.0,0.0,0,0,1
4544679,326,0,0,0,0,1,376371.89,29290.0,405661.89,0.0,0.0,0,0,0
4154180,303,1,0,0,0,0,8162916.44,4906.02,0.0,8623011.79,16785928.23,0,0,0
3496604,259,0,1,0,0,0,12128.1,0.0,0.0,0.0,0.0,0,0,1
837880,41,0,1,0,0,0,9599.03,0.0,0.0,0.0,0.0,0,0,1
4066445,300,0,0,0,0,1,288584.76,774.0,289358.76,1613747.6,1325162.85,0,0,0
1926587,168,0,1,0,0,0,12806.92,7410.0,0.0,0.0,0.0,0,0,1
6075161,517,0,0,0,0,1,575905.59,10683.0,586588.59,0.0,0.0,0,0,0
3093579,235,0,0,0,0,1,179104.22,176.0,179280.22,2010454.56,1831350.33,0,0,0
39815,9,0,0,0,1,0,295589.23,0.0,0.0,1129638.94,1425228.17,0,0,0
6307370,684,0,1,0,0,0,16398.99,50199.0,33800.01,0.0,0.0,0,0,1
5483684,379,0,1,0,0,0,10103.66,1034.0,0.0,0.0,0.0,0,0,1
6351540,705,0,0,0,0,1,224346.0,45706.0,270052.0,2796129.05,2571783.05,0,0,0
740486,38,0,0,0,1,0,123960.99,0.0,0.0,791952.04,915913.02,0,0,0
5718916,398,0,0,0,1,0,42206.15,4185.0,0.0,73028.11,115234.26,0,0,0
2561789,206,0,0,0,0,1,275064.38,26005.0,301069.38,473125.16,198060.78,0,0,0
5823459,402,0,0,0,1,0,241514.5,0.0,0.0,759510.09,1001024.59,0,0,0
6314535,687,0,1,0,0,0,2598.15,0.0,0.0,0.0,0.0,0,0,1
905570,43,0,0,0,1,0,86346.48,0.0,0.0,372244.43,171241.03,0,0,0
4624076,329,0,1,0,0,0,16422.24,10598.0,0.0,0.0,0.0,0,0,1
4125442,302,0,1,0,0,0,13999.88,426501.0,412501.12,0.0,0.0,0,0,1
3896368,284,0,1,0,0,0,1112.28,11145.0,10032.72,0.0,0.0,0,0,1
4796325,345,0,0,0,0,1,249135.2,627.0,249762.2,102746.74,0.0,0,0,0
5144434,356,0,0,0,0,1,237433.94,4137921.85,4375355.79,578853.6,341419.66,0,0,0
308668,16,0,0,0,0,1,175907.36,6048555.06,6224462.42,880270.97,759911.41,0,0,0
6231222,592,0,1,0,0,0,16965.87,1147254.34,1130288.46,0.0,0.0,0,0,1
1975450,178,1,0,0,0,0,2700583.42,246529.0,0.0,0.0,2700583.42,0,0,0
3196743,249,0,1,0,0,0,15491.78,6213.0,0.0,0.0,0.0,0,0,1
4122768,302,0,0,0,1,0,126924.3,75051.0,0.0,0.0,126924.3,0,0,0
2561087,206,0,0,0,1,0,15433.94,6002.0,0.0,37281.38,52715.32,0,0,0
4087809,301,0,0,0,1,0,96165.81,0.0,0.0,735290.53,831456.34,0,0,0
4175726,304,0,0,0,1,0,147566.86,340547.0,192980.14,193672.43,341239.3,0,0,0
2099717,182,1,0,0,0,0,264190.82,0.0,0.0,337799.11,601989.93,0,0,0
4793073,345,0,1,0,0,0,43655.73,0.0,0.0,0.0,0.0,0,0,1
4786956,345,0,0,0,0,1,170059.65,11390066.2,11560125.85,2091662.84,1750134.24,0,0,0
2835597,226,0,0,0,1,0,330465.53,10894.0,0.0,554225.42,884690.95,0,0,0
47466,9,0,1,0,0,0,10734.34,0.0,0.0,0.0,0.0,0,0,1
5780392,400,0,1,0,0,0,30405.98,21143.44,0.0,0.0,0.0,0,0,1
2591479,207,0,1,0,0,0,9564.22,19913.0,10348.78,0.0,0.0,0,0,1
1502943,143,0,1,0,0,0,625.44,31564.0,30938.56,0.0,0.0,0,0,1
3071391,235,0,1,0,0,0,5121.93,1112.0,0.0,0.0,0.0,0,0,1
2090213,182,0,1,0,0,0,4290.55,296711.93,292421.39,0.0,0.0,0,0,1
4406872,322,0,0,0,1,0,148679.61,29951.0,0.0,0.0,148679.61,0,0,0
765475,39,0,0,0,1,0,162407.95,4878.0,0.0,194245.93,356653.88,0,0,0
5110029,355,0,0,0,1,0,168150.61,21455.0,0.0,347531.92,515682.54,0,0,0
1047135,95,0,1,0,0,0,8643.06,91623.0,82979.94,0.0,0.0,0,0,1
4012280,299,0,1,0,0,0,12064.57,79985.0,67920.43,0.0,0.0,0,0,1
2260363,187,0,0,0,0,1,78781.59,10808.0,89589.59,211544.94,132763.35,0,0,0
2965706,231,0,0,1,0,0,4263.92,150445.0,146181.08,1012374.22,1016638.14,0,0,0
5703106,398,0,0,0,0,1,105669.99,3230975.04,3336645.03,336817.69,231147.7,0,0,0
3707753,277,0,0,0,0,1,357468.85,14468.0,371936.85,113471.33,0.0,0,0,0
2101349,182,0,0,0,1,0,171502.07,946.0,0.0,0.0,171502.07,0,0,0
2828990,226,0,0,0,1,0,126377.23,52947.37,0.0,2395208.02,2521585.24,0,0,0
3484148,258,0,1,0,0,0,9051.86,0.0,0.0,0.0,0.0,0,0,1
923894,43,0,0,0,0,1,190225.77,22411.0,212636.77,601143.62,410917.85,0,0,0
1613844,156,0,0,0,1,0,47346.34,0.0,0.0,418031.83,465378.18,0,0,0
5098496,355,0,0,0,0,1,197483.93,6460760.3,6658244.23,247056.56,49572.62,0,0,0
3631146,274,0,0,0,0,1,257390.6,107041.0,364431.6,559158.52,301767.92,0,0,0
2414862,202,0,0,0,0,1,59356.8,10797881.04,10857237.84,1483242.92,1423886.12,0,0,0
248978,14,0,1,0,0,0,3272.34,0.0,0.0,0.0,0.0,0,0,1
797475,40,0,0,0,1,0,100575.37,0.0,0.0,275112.61,375687.98,0,0,0
3287907,252,0,0,0,1,0,5241.05,0.0,0.0,916092.9,921333.95,0,0,0
5166533,358,0,0,0,0,1,12608.64,2380204.27,2392812.91,30923.99,18315.35,0,0,0
4203438,305,0,0,0,1,0,135047.79,300051.0,165003.21,382747.02,517794.81,0,0,0
2908873,229,0,1,0,0,0,34636.87,156641.0,122004.13,0.0,0.0,0,0,1
1631716,157,0,1,0,0,0,9177.52,1752.91,0.0,0.0,0.0,0,0,1
5723543,398,0,0,0,0,1,238316.73,8685071.82,8923388.56,411747.59,173430.85,0,0,0
426639,18,0,0,0,1,0,180744.51,36519.0,0.0,0.0,180744.51,0,0,0
611221,34,0,0,0,1,0,418296.43,11073.0,0.0,0.0,782519.54,0,0,0
3218530,250,0,1,0,0,0,10316.95,0.0,0.0,0.0,0.0,0,0,1
3161633,237,0,0,0,1,0,140535.58,0.0,0.0,508909.68,649445.26,0,0,0
5631625,395,0,1,0,0,0,18435.26,150058.0,131622.74,0.0,0.0,0,0,1
4277619,307,0,0,0,1,0,63774.37,0.0,0.0,10740760.52,10804534.89,0,0,0
5211624,370,0,0,0,1,0,160606.28,16124.0,0.0,172789.35,333395.63,0,0,0
4977306,352,0,0,0,1,0,321121.98,558.0,0.0,1352271.86,1673393.84,0,0,0
4458511,323,0,1,0,0,0,18767.77,0.0,0.0,0.0,0.0,0,0,1
4869767,348,0,1,0,0,0,2012.24,1010.0,0.0,0.0,0.0,0,0,1
5616824,395,0,0,0,1,0,30514.47,0.0,0.0,2516826.25,2547340.72,0,0,0
4723336,332,0,0,0,0,1,23924.03,2226736.36,2250660.39,50166.75,26242.72,0,0,0
5372090,376,0,0,0,1,0,297256.85,0.0,0.0,3440235.74,3737492.6,0,0,0
1046095,95,0,0,0,0,1,122508.48,15996.0,138504.48,3954176.06,3831667.58,0,0,0
1736323,161,0,0,0,0,1,196653.85,5367907.68,5564561.53,4262779.6,4066125.75,0,0,0
2012878,180,0,0,0,1,0,190944.56,10559.0,0.0,0.0,190944.56,0,0,0
581478,33,0,1,0,0,0,11913.54,0.0,0.0,0.0,0.0,0,0,1
3371577,254,1,0,0,0,0,709168.21,0.0,0.0,2126675.93,2835844.14,0,0,0
4175579,304,0,0,0,0,1,148617.23,11859105.17,12007722.41,340447.75,191830.52,0,0,0
1743831,161,0,0,0,1,0,5465.89,20242.0,14776.11,0.0,5465.89,0,0,0
3348699,253,0,0,0,0,1,267061.04,6365655.67,6632716.72,482878.88,215817.84,0,0,0
6005697,429,0,1,0,0,0,11985.01,21816.32,9831.31,0.0,0.0,0,0,1
1718583,160,0,0,0,1,0,102187.52,24494.0,0.0,0.0,102187.52,0,0,0
5683604,397,1,0,0,0,0,905980.03,30760.0,0.0,95615.4,1001595.44,0,0,0
2359071,190,0,1,0,0,0,9370.14,0.0,0.0,0.0,0.0,0,0,1
787151,39,0,1,0,0,0,10688.92,339552.66,328863.74,0.0,0.0,0,0,1
6283518,656,0,1,0,0,0,10980.31,310387.79,299407.48,0.0,0.0,0,0,1
1919472,167,0,1,0,0,0,5829.96,3030.0,0.0,0.0,0.0,0,0,1
538972,21,1,0,0,0,0,396253.24,436250.0,39996.76,278859.87,675113.1,0,0,0
2747548,212,1,0,0,0,0,446802.8,0.0,0.0,9391130.32,9837933.13,0,0,0
5075727,355,0,1,0,0,0,2615.44,7349.83,4734.39,0.0,0.0,0,0,1
1870050,164,0,1,0,0,0,15896.7,28983.0,13086.3,0.0,0.0,0,0,1
4838429,347,0,0,0,1,0,77073.29,0.0,0.0,161551.17,238624.47,0,0,0
808503,40,0,1,0,0,0,13790.05,0.0,0.0,0.0,0.0,0,0,1
1376496,138,0,0,0,0,1,192229.04,22055604.74,22247833.77,336768.79,144539.76,0,0,0
5520598,380,0,0,0,0,1,450650.23,22574704.42,23025354.64,8137362.4,7686712.17,0,0,0
3613937,273,0,0,0,1,0,30399.76,0.0,0.0,603327.29,633727.05,0,0,0
5853595,402,0,0,0,1,0,28823.45,118015.0,89191.55,412119.58,440943.03,0,0,0
976882,44,0,0,0,1,0,41120.66,0.0,0.0,189090.96,230211.62,0,0,0
3235588,250,0,0,0,1,0,21951.04,0.0,0.0,690071.78,712022.82,0,0,0
3763445,279,0,0,0,1,0,77529.22,0.0,0.0,15030535.21,15108064.43,0,0,0
4076881,301,0,0,0,1,0,115087.76,0.0,0.0,2178888.19,2293975.95,0,0,0
4224101,306,0,0,0,1,0,255369.62,2778.0,0.0,833969.7,1089339.32,0,0,0
1730848,161,0,0,0,0,1,30867.62,8175516.9,8206384.52,3841453.35,3810585.73,0,0,0
4009415,298,0,1,0,0,0,8117.8,0.0,0.0,0.0,0.0,0,0,1
2509259,205,0,0,0,0,1,35707.56,14384.0,50091.56,0.0,0.0,0,0,0
4951828,351,0,0,0,1,0,288709.34,0.0,0.0,355987.39,644696.74,0,0,0
3933744,285,0,1,0,0,0,5149.38,4434.0,0.0,0.0,0.0,0,0,1
5366443,375,0,0,0,1,0,264300.31,0.0,0.0,2861565.43,3125865.74,0,0,0
5298892,373,0,1,0,0,0,17270.72,13548.49,0.0,0.0,0.0,0,0,1
265007,15,0,0,0,1,0,188635.1,0.0,0.0,261820.81,450455.91,0,0,0
412626,18,0,1,0,0,0,8209.62,0.0,0.0,0.0,0.0,0,0,1
4355236,309,0,0,0,1,0,135815.37,0.0,0.0,294595.17,430410.55,0,0,0
821500,40,0,0,0,0,1,535569.71,21331.0,556900.71,0.0,0.0,0,0,0
2841860,226,0,0,0,1,0,17179.18,132904.0,115724.82,168997.76,186176.94,0,0,0
674395,36,0,0,0,0,1,59586.51,3507311.95,3566898.45,479125.09,419538.58,0,0,0
2271210,187,0,0,0,1,0,13964.41,0.0,0.0,4816488.86,4830453.27,0,0,0
1026622,48,0,1,0,0,0,754.14,6076.0,5321.86,0.0,0.0,0,0,1
1625420,157,0,0,0,1,0,220849.35,63276.0,0.0,75448.31,296297.66,0,0,0
3676802,276,0,1,0,0,0,44908.99,0.0,0.0,0.0,0.0,0,0,1
5103730,355,0,1,0,0,0,7517.04,24592.0,17074.96,0.0,0.0,0,0,1
357277,17,0,0,0,0,1,29662.91,13010243.95,13039906.86,71983.57,42320.66,0,0,0
5534532,381,0,1,0,0,0,17586.54,44707.0,27120.46,0.0,0.0,0,0,1
5806857,401,0,0,0,0,1,106681.4,4284871.87,4391553.26,187693.33,338962.49,0,0,0
3299779,252,0,0,0,1,0,296130.61,0.0,0.0,1480547.81,1776678.42,0,0,0
2784851,214,0,0,0,0,1,131511.03,29651225.11,29782736.14,137879.9,6368.87,0,0,0
1032269,93,0,0,0,0,1,228356.66,7537.0,235893.66,149617.4,0.0,0,0,0
2768710,213,0,0,0,1,0,255353.51,0.0,0.0,4266931.52,4522285.03,0,0,0
4109225,302,0,0,0,1,0,70548.45,0.0,0.0,718284.47,788832.91,0,0,0
4429669,322,0,0,0,0,1,550971.19,4931316.58,5482287.77,3675224.94,3124253.76,0,0,0
104003,10,0,0,0,1,0,99729.88,11427.0,0.0,0.0,99729.88,0,0,0
5419114,378,0,1,0,0,0,15218.92,0.0,0.0,0.0,0.0,0,0,1
336412,16,0,0,0,1,0,111127.96,337790.98,226663.02,2054446.96,2165574.92,0,0,0
4269870,307,0,0,0,1,0,108440.76,417742.59,309301.83,284835.7,393276.46,0,0,0
5667163,396,1,0,0,0,0,1257145.46,0.0,0.0,3567678.86,4824824.32,0,0,0
1785257,162,0,0,0,1,0,20427.45,206551.0,186123.55,1762336.54,1782763.99,0,0,0
1186072,132,0,0,0,0,1,143115.13,7765423.63,7908538.76,13084433.51,12941318.38,0,0,0
2477406,204,0,0,0,1,0,181927.99,11909.0,0.0,0.0,181927.99,0,0,0
4226664,306,0,0,0,1,0,1588.87,1821.0,232.13,0.0,1588.87,0,0,0
2294191,187,0,0,0,1,0,130162.08,409271.0,279108.92,0.0,130162.08,0,0,0
979997,44,0,0,0,1,0,100539.57,49618.0,0.0,0.0,100539.57,0,0,0
6106035,525,0,1,0,0,0,4957.8,0.0,0.0,0.0,0.0,0,0,1
3089410,235,1,0,0,0,0,501796.56,0.0,0.0,990938.56,1492735.12,0,0,0
1535602,154,0,0,0,1,0,9627.71,31437.0,21809.29,3006132.28,3015759.98,0,0,0
2713788,211,0,1,0,0,0,2198.88,41810.04,39611.16,0.0,0.0,0,0,1
2865113,227,0,0,0,1,0,8817.22,80758.0,71940.78,27564.85,36382.07,0,0,0
3463671,257,0,0,0,1,0,417585.36,20334.0,0.0,6333853.77,6751439.13,0,0,0
5075142,355,0,0,0,0,1,382211.8,7236954.62,7619166.42,442369.04,60157.24,0,0,0
6136662,544,0,0,0,0,1,252381.08,48515.0,300896.08,0.0,0.0,0,0,0
6101774,524,0,1,0,0,0,32775.7,85903.08,53127.38,0.0,0.0,0,0,1
